order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
363970,57955,prior,19,4,11,24.0
2540327,162100,prior,11,1,12,21.0
2720751,129273,prior,19,1,9,8.0
1976127,142471,prior,13,2,12,9.0
104484,175686,prior,19,0,11,12.0
427581,192979,prior,9,1,13,4.0
949110,155919,prior,34,1,10,10.0
3358505,98633,prior,16,6,20,7.0
3242934,86773,prior,15,5,12,1.0
97674,111464,prior,36,4,11,9.0
2874408,20367,prior,53,1,14,2.0
1991794,136919,prior,6,6,12,9.0
2774499,198845,prior,3,5,14,18.0
2073839,151403,prior,32,4,20,4.0
2315224,33384,prior,6,0,13,18.0
240095,177323,prior,9,4,16,13.0
1863952,100454,prior,16,0,17,7.0
2140473,147483,prior,4,0,17,27.0
3222752,125378,prior,60,4,7,1.0
1632785,120284,test,4,1,14,25.0
411749,147262,prior,1,4,11,
2284377,179972,prior,13,5,15,22.0
2533125,75486,prior,22,1,13,14.0
2296651,16035,prior,35,6,17,0.0
2486727,45808,prior,7,5,18,6.0
2600431,82999,prior,11,5,21,5.0
1414189,168665,prior,15,1,23,7.0
2524070,172748,prior,61,2,13,4.0
847987,205517,prior,2,2,11,10.0
2227840,102515,prior,4,1,16,13.0
2644363,196988,prior,17,1,20,8.0
2577642,54273,prior,1,4,10,
1596869,40604,prior,49,1,7,3.0
2044394,183211,prior,30,6,16,4.0
2819892,8588,prior,20,6,14,14.0
875316,176662,prior,46,5,20,3.0
1861232,73322,prior,34,5,10,1.0
1705053,175527,prior,9,1,20,15.0
1591034,166738,prior,5,0,23,26.0
2394104,932,prior,5,0,20,14.0
1381120,35496,prior,8,3,11,6.0
1095657,134338,prior,4,6,11,30.0
351348,120125,train,6,5,14,23.0
2351334,197970,prior,66,1,7,6.0
1440990,72167,prior,11,6,11,10.0
3216216,171956,prior,16,3,12,4.0
1617483,149605,prior,63,4,15,4.0
25735,76309,prior,49,3,18,3.0
1310818,153576,prior,49,5,8,30.0
2248711,73276,prior,1,5,16,
1575993,56337,prior,82,2,18,3.0
671239,149590,prior,13,5,10,2.0
728956,111646,prior,10,2,6,5.0
106716,125128,prior,37,2,10,7.0
2803865,33423,prior,12,1,17,4.0
257783,39091,prior,6,5,22,6.0
2893822,87992,prior,7,5,16,17.0
936034,69884,prior,30,0,14,3.0
1161219,58213,prior,2,6,18,8.0
296632,31677,prior,28,0,9,7.0
1595273,68266,prior,36,6,17,1.0
2296398,67338,prior,7,1,19,6.0
268984,77604,prior,3,0,7,23.0
1773129,114121,prior,4,2,23,10.0
2715010,21005,prior,14,4,13,1.0
304137,134895,prior,5,1,22,4.0
204982,112579,train,16,6,11,6.0
2994917,15237,test,4,6,8,19.0
3014759,26343,prior,4,0,18,21.0
1706882,80662,prior,13,1,9,7.0
3146756,102987,prior,45,5,15,6.0
2443281,133385,prior,12,3,16,15.0
3351472,89185,prior,2,1,10,30.0
262412,96713,prior,5,2,16,23.0
712846,136375,prior,20,6,13,15.0
635871,99042,prior,43,4,12,2.0
417939,4626,prior,4,6,13,21.0
2919749,127344,prior,4,2,8,8.0
1185343,90185,prior,40,5,15,4.0
941612,65538,prior,23,3,11,2.0
1586841,23740,train,19,0,8,30.0
2352271,39707,prior,2,6,9,4.0
2697533,84356,prior,3,4,16,11.0
338276,158474,prior,3,6,12,6.0
48321,86618,prior,14,4,18,8.0
2941626,93774,train,6,2,8,30.0
2753621,68699,prior,5,0,14,8.0
2531855,168625,prior,22,3,18,6.0
2767101,19500,prior,51,0,14,3.0
1648744,8118,prior,14,3,16,10.0
250813,183660,prior,15,2,10,8.0
259957,33263,prior,15,0,22,7.0
3230459,45594,prior,6,1,23,19.0
1295777,51579,prior,4,2,18,5.0
1484170,10660,prior,78,6,8,4.0
2302543,55239,prior,15,6,20,13.0
2063911,184683,prior,12,6,14,14.0
1527716,60796,prior,10,2,9,8.0
1775792,117347,prior,25,3,13,6.0
1672777,14646,prior,2,3,9,7.0
1284006,108191,prior,14,3,17,5.0
217068,58363,prior,8,5,10,30.0
2669733,82487,prior,15,4,14,0.0
2267669,169281,prior,4,1,10,1.0
1098285,168930,prior,6,1,16,30.0
462275,203555,prior,9,6,17,6.0
2267755,139196,prior,6,4,14,25.0
3143031,85714,prior,24,1,11,5.0
2422479,48867,prior,1,5,10,
1075155,157381,prior,14,4,8,6.0
2598022,44256,prior,14,2,18,4.0
926435,150138,prior,5,1,2,30.0
1502934,66766,prior,2,0,9,3.0
1910386,51299,prior,12,5,11,7.0
2444505,55647,prior,2,4,19,30.0
1656001,145959,prior,9,6,18,10.0
1335690,75185,prior,10,5,3,4.0
444938,194670,prior,7,3,16,8.0
2788166,59161,prior,39,0,14,3.0
2103766,137841,prior,22,5,13,1.0
1171081,147594,prior,2,0,11,30.0
863152,178993,prior,39,1,11,3.0
350130,166880,prior,2,3,18,1.0
2240416,23167,test,6,5,13,4.0
3205564,3762,prior,21,3,20,2.0
2599527,7301,prior,6,4,5,4.0
3064754,148036,prior,2,2,15,16.0
64806,147171,prior,3,5,11,15.0
2535293,169431,prior,3,3,9,11.0
1836267,46001,prior,6,5,18,12.0
518519,107369,prior,3,5,14,16.0
1184433,200979,prior,3,6,15,22.0
1410060,12874,prior,1,0,20,
766154,179605,prior,1,3,17,
1778150,17526,prior,6,2,17,17.0
2937790,118029,prior,3,4,10,30.0
1371891,77148,prior,4,5,9,5.0
2767922,51326,prior,17,6,19,5.0
1575010,191482,prior,24,1,11,16.0
2606976,79230,prior,2,6,11,30.0
2718265,22773,prior,2,0,16,5.0
1806040,89110,prior,8,1,13,26.0
1710603,67490,prior,3,3,15,7.0
1373692,43726,prior,9,2,13,7.0
2170128,66600,prior,34,1,13,2.0
2872450,20617,prior,20,2,12,11.0
1841536,187646,prior,1,0,16,
1379784,105884,prior,10,2,17,26.0
3383952,17891,prior,23,6,18,19.0
2472488,168854,prior,60,0,18,3.0
2266596,130951,prior,19,1,14,19.0
3323062,33632,prior,1,0,11,
681284,17740,prior,19,4,14,4.0
2358216,119673,prior,10,4,14,4.0
1177746,99441,prior,7,0,10,8.0
3231183,40190,prior,3,6,12,6.0
946004,108398,prior,10,2,7,30.0
478774,81043,prior,14,6,10,5.0
2398215,46019,prior,8,6,18,10.0
2210893,48263,prior,11,3,14,6.0
1283800,98620,prior,1,2,13,
1787019,99479,prior,9,1,14,4.0
2121642,83469,prior,8,5,8,6.0
977026,179638,prior,21,6,19,11.0
1306239,204020,prior,25,2,15,3.0
1282090,162084,prior,25,1,10,12.0
51314,95084,prior,12,2,11,19.0
2250482,81839,prior,5,2,19,3.0
859100,198309,prior,25,6,14,4.0
1910700,186734,prior,6,1,17,2.0
2770900,100206,prior,2,1,17,5.0
1582702,206048,train,8,2,10,26.0
398501,65357,prior,5,4,10,8.0
1919173,193504,test,7,1,16,12.0
1539264,133074,prior,43,2,0,8.0
1282111,51138,prior,23,4,11,2.0
2782535,130408,prior,43,4,22,9.0
1177126,64043,prior,5,5,15,18.0
106157,184551,prior,6,2,12,16.0
2300748,169846,prior,33,1,11,8.0
1941245,105568,prior,17,0,19,8.0
2410279,27094,prior,3,6,19,11.0
1621183,204853,prior,12,0,16,30.0
2346023,131316,prior,11,0,13,7.0
215583,47183,prior,9,5,14,12.0
1944337,138420,prior,25,3,13,9.0
250188,99041,prior,13,0,12,3.0
2572693,4163,prior,17,4,12,0.0
540692,35494,prior,14,4,18,0.0
3454,122422,prior,4,6,11,24.0
2017195,137949,train,5,2,15,16.0
3082716,36975,prior,39,0,14,13.0
2903780,125573,prior,10,2,10,5.0
2341466,101273,prior,31,1,8,30.0
2220224,48820,prior,64,6,10,16.0
2055815,136396,prior,9,1,16,15.0
434561,111900,prior,1,1,14,
1301192,191032,prior,2,3,15,13.0
495165,11349,prior,5,5,10,4.0
2076300,74573,prior,14,1,8,7.0
3367278,78206,prior,34,5,12,7.0
394041,193647,prior,84,2,13,4.0
1840235,125087,prior,43,2,16,14.0
604121,113128,train,6,0,10,28.0
493261,181432,prior,15,3,12,12.0
2356878,139413,prior,46,4,14,3.0
3135436,125986,prior,11,1,10,13.0
2032966,147743,prior,2,3,12,30.0
1172529,203838,prior,15,5,14,2.0
2103259,133845,prior,7,2,18,23.0
2802489,103142,prior,38,3,14,16.0
603632,64659,prior,3,2,14,30.0
1675100,24766,prior,31,1,15,2.0
2184245,13685,prior,1,0,15,
2378772,68579,train,5,0,8,30.0
525682,25634,prior,23,2,17,5.0
3351385,148869,prior,4,1,14,19.0
949081,168685,prior,16,0,17,2.0
2425241,73402,prior,31,5,12,3.0
1726703,131926,prior,8,0,12,30.0
1214239,179153,prior,2,1,7,30.0
266300,145786,prior,2,5,14,30.0
1019114,192996,train,25,0,14,30.0
364849,204968,prior,8,0,15,3.0
966543,178262,prior,2,6,13,8.0
2844599,75988,prior,6,3,11,21.0
49933,71040,prior,7,6,18,8.0
1588190,90856,prior,48,4,14,0.0
1420489,67165,prior,5,1,10,30.0
1936838,36081,prior,2,1,16,3.0
2048602,38635,prior,11,3,19,1.0
3377503,177198,prior,7,0,12,20.0
3283190,2498,prior,9,4,13,14.0
2777565,54774,prior,10,5,19,30.0
2439857,97508,train,28,0,13,4.0
2427434,204641,prior,15,0,18,11.0
2185013,195165,prior,1,1,7,
3255638,183454,prior,11,4,7,8.0
3328665,175777,test,39,2,14,2.0
1663811,84722,prior,29,1,8,8.0
615036,116753,prior,3,0,16,30.0
2606521,86477,prior,10,3,9,30.0
2123174,178686,prior,14,3,18,9.0
955061,54745,prior,6,6,18,20.0
3212170,191859,prior,2,0,14,7.0
136658,162575,prior,50,4,14,2.0
22110,164987,prior,23,2,18,30.0
554560,181288,prior,4,6,9,3.0
3346034,72247,prior,17,5,20,12.0
2366645,90317,prior,2,4,17,10.0
1099423,18807,prior,45,2,20,2.0
2554213,128894,prior,32,5,18,6.0
328623,137935,prior,3,0,15,9.0
2368127,101886,train,10,0,13,28.0
98683,186748,prior,3,0,16,30.0
1381885,163787,prior,6,3,18,2.0
2890928,50711,train,8,6,9,15.0
2794298,177187,prior,25,1,14,19.0
2748954,91387,prior,23,4,21,7.0
1100519,108203,prior,3,4,18,9.0
1093712,131569,prior,3,1,14,6.0
11319,42199,prior,7,1,16,2.0
910968,99931,prior,9,1,16,7.0
3258113,9333,prior,20,0,13,2.0
3358934,9161,prior,2,2,19,6.0
2224798,182098,train,24,4,18,28.0
2426129,102212,prior,1,6,18,
1002215,198155,prior,2,2,9,30.0
2782878,150707,prior,4,1,14,30.0
2881261,92631,train,4,1,9,30.0
478001,182896,prior,42,4,15,5.0
3002217,3514,prior,5,5,15,2.0
1526456,99754,prior,2,3,22,30.0
87301,116009,prior,12,1,16,2.0
3047852,35540,prior,2,5,11,4.0
1879298,67080,prior,38,4,10,6.0
1128359,22243,prior,32,3,12,1.0
415540,14745,prior,3,6,9,9.0
2419233,79809,prior,54,3,13,5.0
1675855,138257,prior,11,3,12,2.0
471105,136423,prior,6,5,18,6.0
54749,115301,prior,1,1,18,
3405961,80843,prior,2,0,16,21.0
413472,17698,prior,38,3,10,2.0
2844365,109650,prior,1,0,21,
2902129,31570,prior,1,0,2,
93726,49016,prior,3,1,16,30.0
421131,54376,prior,10,6,19,7.0
1277073,179933,prior,2,0,8,30.0
998651,49108,prior,33,5,10,0.0
1355569,156272,prior,32,5,14,20.0
143235,133818,prior,17,4,17,17.0
790333,168517,prior,5,2,18,16.0
3122842,170839,prior,3,4,20,30.0
1833416,195360,prior,1,4,14,
2446282,186931,prior,12,0,12,11.0
1521811,118709,prior,2,1,20,11.0
1866951,37846,prior,12,1,7,4.0
250320,83727,prior,5,5,7,7.0
821010,9667,prior,2,6,12,1.0
1063155,12514,prior,11,6,11,9.0
907807,113950,prior,34,3,18,13.0
3120082,150671,prior,44,5,16,2.0
3027780,130423,prior,41,5,7,7.0
2145009,120962,prior,17,2,11,13.0
3109904,103255,prior,5,1,14,4.0
1503169,111368,prior,2,1,23,30.0
2172206,119748,prior,17,4,20,3.0
2203314,24784,prior,13,6,18,8.0
1072423,24914,prior,23,3,9,7.0
1419314,93597,prior,18,2,21,25.0
1856419,32978,test,9,2,11,27.0
3059915,84679,prior,7,0,19,5.0
969069,16530,prior,3,3,17,26.0
2727897,33671,prior,24,0,16,8.0
2071126,80317,prior,15,0,12,21.0
1655685,2161,prior,3,1,12,22.0
743523,15448,prior,2,0,16,7.0
3121225,146485,prior,2,6,15,8.0
2709652,180900,prior,6,2,14,30.0
1676321,23688,test,33,5,16,2.0
1302907,4228,prior,2,5,11,1.0
2588923,130871,prior,49,4,11,2.0
1951979,194017,prior,91,2,10,3.0
1488160,177882,prior,7,0,16,8.0
3365050,141709,prior,6,3,11,0.0
1540431,14529,prior,36,6,17,4.0
1005941,158125,prior,18,2,9,14.0
3087925,179563,prior,3,4,13,28.0
3098264,102364,prior,4,0,16,11.0
3354083,89174,prior,4,6,13,5.0
1258108,172339,train,6,0,8,30.0
256195,82779,prior,3,2,12,14.0
3349987,174930,prior,9,5,10,7.0
3263516,187328,prior,20,2,15,5.0
471471,40519,prior,6,2,11,8.0
1031184,196514,prior,8,4,10,10.0
451390,28526,prior,3,3,12,6.0
3292988,67308,prior,19,5,19,14.0
1153785,142305,prior,19,1,10,5.0
3017358,19870,prior,7,2,13,30.0
2359688,121772,prior,31,6,9,8.0
411382,142682,prior,19,4,7,6.0
1138239,117188,prior,11,0,10,22.0
1404249,66249,prior,5,0,21,6.0
1187141,21131,prior,2,4,22,30.0
1521452,63559,prior,31,0,9,2.0
325121,176290,prior,32,3,11,1.0
2293058,5148,prior,4,4,10,1.0
619123,176776,prior,16,4,10,13.0
425752,42811,prior,6,2,7,24.0
1924559,47062,train,18,3,17,8.0
458876,2145,prior,3,6,8,17.0
2161422,89880,prior,4,1,10,30.0
26756,173654,prior,5,1,8,13.0
758569,14397,prior,33,1,15,8.0
781275,118267,prior,4,5,14,9.0
1057430,127220,prior,35,4,15,1.0
2576288,178850,prior,9,5,16,0.0
2027714,38455,prior,11,5,17,6.0
2147680,193817,prior,7,0,10,14.0
2444689,37810,prior,56,4,18,3.0
962770,61097,prior,37,6,17,5.0
325546,70282,prior,7,0,23,30.0
3024933,90877,prior,27,4,11,1.0
1578492,58599,prior,12,3,13,5.0
1400601,102298,prior,5,0,16,7.0
2998887,69978,prior,9,0,20,9.0
943934,81960,prior,16,3,16,3.0
33956,173009,prior,4,3,14,2.0
2740197,158063,prior,30,1,9,8.0
3376350,183163,prior,8,4,14,3.0
2132244,144141,test,29,1,11,6.0
276946,65592,prior,8,3,12,7.0
1318665,126229,prior,3,1,10,7.0
203747,42765,prior,32,4,19,6.0
3106185,168108,prior,21,3,16,7.0
3338427,181548,prior,6,5,12,14.0
1967623,10444,prior,7,3,7,30.0
816790,185776,test,4,4,1,30.0
3161476,162988,prior,57,5,8,9.0
457762,172326,prior,45,4,8,1.0
3108762,176037,prior,1,3,10,
1989215,121633,prior,4,1,11,2.0
699324,76497,prior,2,0,16,9.0
1772007,136242,prior,9,0,18,21.0
3153800,80130,prior,30,6,9,12.0
431898,110902,prior,3,0,11,2.0
3105786,187738,prior,1,3,15,
2451861,102260,prior,15,5,12,19.0
22147,1983,prior,35,0,9,7.0
2124839,203251,prior,4,0,23,0.0
1910724,6819,prior,21,3,10,16.0
1723017,87156,prior,3,3,14,6.0
3389211,62772,prior,52,0,19,0.0
1524731,43949,prior,25,0,15,7.0
839777,170294,prior,6,2,13,1.0
2720287,140766,prior,23,0,15,7.0
838354,30056,prior,11,5,9,9.0
1984205,187198,prior,1,0,21,
1409557,71829,prior,1,0,20,
1412075,149113,prior,16,0,9,8.0
2054680,137902,prior,6,1,20,30.0
2092578,37704,prior,1,0,20,
2777341,35970,prior,6,3,18,8.0
1976513,143639,prior,8,1,18,4.0
2934028,96577,prior,12,0,13,1.0
2583312,131748,prior,49,6,13,5.0
1345318,182094,prior,53,3,11,3.0
1521958,136138,prior,4,4,13,2.0
390498,155721,prior,31,0,16,7.0
1807115,10431,prior,3,0,9,8.0
3223439,45930,prior,70,2,21,11.0
3364701,163721,prior,3,3,20,12.0
2344765,128964,prior,8,0,10,8.0
842140,16600,prior,62,1,19,4.0
2880935,33926,prior,45,6,16,3.0
3071460,128089,prior,61,6,15,2.0
407402,140914,prior,19,3,13,9.0
3246826,26478,prior,8,2,13,1.0
2023523,53914,prior,62,3,15,4.0
524081,157243,prior,8,1,20,8.0
236782,144802,prior,9,2,15,3.0
1226080,98370,prior,25,5,5,6.0
2314134,82220,prior,11,5,22,12.0
711175,163874,prior,2,1,19,9.0
1785100,199572,prior,1,1,19,
3328044,112215,prior,32,0,15,14.0
2744712,38017,prior,41,0,15,1.0
263867,141778,prior,15,0,10,2.0
2745718,51545,prior,26,6,18,9.0
2580419,112215,prior,9,2,20,8.0
365141,187217,prior,10,5,12,21.0
1322863,67590,prior,2,0,15,30.0
1137221,136086,prior,16,2,8,7.0
2031556,126226,prior,4,1,12,30.0
2736569,141858,prior,13,2,10,9.0
221712,103787,prior,13,2,17,17.0
1854466,76955,prior,27,0,11,7.0
2018395,176698,prior,23,2,17,7.0
2352550,184103,prior,16,6,14,14.0
2939440,6673,prior,2,5,16,27.0
3163627,139257,prior,7,5,20,9.0
1873170,60939,prior,33,0,12,7.0
157217,27215,prior,14,5,17,7.0
1364278,54506,prior,7,6,12,30.0
1920792,11444,prior,8,2,10,7.0
2487687,69758,prior,12,3,15,12.0
3093703,174744,prior,6,4,12,16.0
283961,102758,prior,1,4,21,
343207,27723,prior,4,0,9,30.0
2714439,121423,prior,6,0,18,30.0
2786815,6131,prior,31,3,9,1.0
1587103,71410,train,23,2,13,6.0
2163603,185760,prior,3,0,14,30.0
932383,15961,prior,27,1,17,4.0
130905,70823,prior,11,5,16,8.0
3325857,200265,prior,4,6,11,7.0
2142141,59633,test,22,2,17,1.0
2883048,40779,prior,1,2,16,
1135092,16491,prior,25,5,11,3.0
1211222,79371,prior,18,4,14,5.0
1503961,41645,prior,8,0,9,23.0
1627839,68526,test,10,2,8,9.0
1342230,12347,prior,18,3,11,15.0
520449,151745,prior,21,4,9,8.0
955682,116937,prior,31,0,15,7.0
807382,72796,prior,2,5,15,6.0
1354235,181246,prior,29,4,17,18.0
905823,63712,prior,26,4,22,10.0
2023413,39982,prior,12,4,11,16.0
1507790,72762,prior,8,4,19,4.0
682090,86722,test,10,6,8,30.0
2058950,50189,prior,2,6,16,27.0
3392855,1490,prior,5,5,12,12.0
1429359,18003,prior,7,2,16,7.0
2010878,116747,test,6,3,19,8.0
789796,174936,prior,28,3,13,6.0
1013331,80879,prior,51,5,12,3.0
814956,123483,prior,2,6,14,11.0
2845966,73395,prior,6,2,9,12.0
85620,31409,prior,4,6,13,20.0
2190031,70688,prior,1,2,16,
2323459,178517,train,11,2,14,21.0
2994053,80798,prior,5,6,20,25.0
360965,66506,prior,11,0,21,8.0
2097473,183321,test,10,3,11,16.0
3352585,71839,prior,28,6,9,7.0
1006732,15016,prior,4,5,7,14.0
945089,122912,prior,7,0,12,15.0
607091,91131,prior,3,1,12,30.0
1403472,34649,prior,1,3,12,
1217289,123810,prior,5,5,12,4.0
879659,35565,prior,2,5,14,4.0
2382958,160476,prior,2,2,20,3.0
1871476,52189,prior,6,4,20,18.0
1211791,41351,prior,9,0,22,12.0
2343938,86792,prior,22,3,10,7.0
1008452,48364,prior,16,2,18,2.0
2688820,55116,prior,3,1,9,30.0
577828,46989,prior,6,5,14,15.0
2000141,105998,prior,40,2,14,2.0
534684,103846,test,7,6,8,23.0
1057341,69888,prior,33,4,8,1.0
1835083,23756,prior,3,6,14,30.0
304481,152759,prior,7,1,19,14.0
1402654,98746,prior,13,5,19,8.0
2358084,165141,prior,3,4,19,6.0
1514042,46808,prior,4,0,21,21.0
2827442,188969,prior,20,1,13,14.0
1247321,194151,prior,3,6,9,10.0
2107977,44062,prior,15,0,11,30.0
807866,99439,prior,48,5,14,11.0
2216867,122538,prior,8,6,23,13.0
369801,13533,prior,19,3,13,2.0
2597032,5341,prior,7,4,13,7.0
246717,191340,prior,12,6,14,30.0
2791278,35087,prior,21,5,17,5.0
530789,114283,prior,4,6,20,1.0
745952,117565,train,51,1,19,10.0
1300318,117364,prior,4,1,13,30.0
958981,105244,prior,1,3,11,
576477,152119,prior,8,1,16,15.0
1122474,32953,prior,12,1,16,7.0
1835411,59857,prior,18,0,10,22.0
529129,4929,prior,10,0,18,21.0
478920,132433,prior,5,4,18,4.0
1621236,165608,prior,9,4,22,6.0
2179687,138340,prior,2,6,16,14.0
445130,96827,prior,39,1,9,0.0
3127524,190746,prior,51,0,11,5.0
3143635,148611,prior,16,2,11,8.0
1554428,139153,prior,34,6,9,7.0
554761,143018,prior,19,5,15,4.0
3284519,84249,prior,24,0,14,13.0
1084504,195856,prior,6,1,11,0.0
3369615,82715,prior,38,4,5,2.0
614159,181323,prior,16,1,11,6.0
2929017,63022,prior,22,1,8,30.0
858248,33489,prior,7,6,17,6.0
2081759,64725,prior,1,5,9,
100885,203350,prior,40,0,17,21.0
2332496,144389,prior,1,4,10,
2450986,140412,prior,5,4,12,18.0
1145412,77221,prior,11,2,12,12.0
211463,34987,prior,8,2,8,16.0
319578,29874,prior,47,2,10,0.0
3141718,87749,prior,19,6,19,6.0
1004404,188833,prior,2,5,16,30.0
121956,164212,prior,83,4,8,2.0
1729878,29058,prior,84,0,17,10.0
1701667,88054,prior,80,6,19,1.0
1934769,148063,prior,5,5,12,7.0
18048,137517,prior,8,2,18,3.0
445809,66669,prior,24,1,13,30.0
3172104,152976,prior,56,5,14,2.0
880035,198192,prior,4,4,16,10.0
2943146,32413,prior,6,2,19,9.0
1392499,63969,train,9,0,8,30.0
2292504,38417,test,14,1,14,8.0
2725185,117914,prior,14,2,18,20.0
2147636,167069,prior,92,4,11,2.0
3225368,17062,prior,5,5,18,16.0
1215429,165446,prior,33,3,11,12.0
457551,2160,prior,13,1,11,5.0
1681503,194573,prior,7,0,8,1.0
1035841,158466,prior,3,6,10,8.0
1322843,53078,prior,7,0,0,14.0
1963496,194204,prior,5,3,10,6.0
154027,183099,prior,17,6,10,7.0
1370502,81767,prior,1,0,20,
1198689,51731,test,4,0,18,30.0
1956575,23047,prior,10,0,10,29.0
148854,52468,prior,24,1,11,7.0
1843162,114576,prior,31,3,17,2.0
1490095,95077,prior,42,1,17,3.0
1357403,123013,prior,1,0,13,
2598493,122308,prior,2,2,8,30.0
1203819,8221,prior,11,0,11,7.0
1185814,74109,prior,9,5,17,4.0
583894,114783,prior,38,3,18,6.0
638135,163338,prior,19,0,11,6.0
92841,19213,prior,17,3,18,4.0
788438,8186,prior,8,1,18,13.0
699712,3480,train,10,5,15,14.0
1084799,50871,prior,17,2,20,11.0
370747,40252,prior,9,3,19,22.0
1072428,114461,test,53,4,9,1.0
1921671,53344,prior,5,2,10,10.0
454262,25986,prior,13,5,16,4.0
2577990,77123,prior,23,6,13,6.0
207999,168153,test,4,2,8,14.0
1129736,54160,prior,2,0,14,7.0
408205,188204,prior,4,5,13,1.0
1036403,162352,prior,7,2,7,14.0
1891197,101097,prior,9,4,13,5.0
1438647,154311,prior,2,2,9,8.0
2256167,127951,prior,68,5,13,2.0
1931695,79068,prior,20,5,17,2.0
3032701,105152,prior,35,0,0,12.0
1172375,60764,prior,36,0,17,13.0
722227,29208,prior,4,1,15,30.0
945919,187455,prior,12,0,11,13.0
40967,29373,test,6,3,14,16.0
3385357,128143,prior,24,2,17,5.0
1520484,34649,prior,5,0,9,15.0
482867,118580,prior,32,6,13,11.0
2505632,170835,prior,30,0,12,9.0
2600274,203180,prior,21,4,21,13.0
421373,13633,prior,2,2,14,7.0
3212857,14504,prior,3,6,11,6.0
269093,155251,prior,3,1,14,13.0
25927,5299,prior,7,2,8,8.0
268293,33283,prior,31,3,16,30.0
2175058,181454,prior,3,1,11,25.0
743563,159304,prior,38,4,8,14.0
3210306,149557,prior,5,0,19,30.0
2582512,14146,prior,4,0,18,6.0
2597091,21234,prior,57,0,13,1.0
3100710,26788,prior,25,1,9,11.0
2320275,158805,prior,10,0,17,7.0
804420,167414,prior,12,0,16,25.0
1121017,67226,prior,19,1,11,8.0
1173651,111022,prior,2,0,8,5.0
3257072,74080,prior,26,3,10,7.0
2299429,180183,prior,1,4,20,
516279,169000,prior,26,6,14,7.0
2548415,46617,prior,18,4,15,28.0
2933220,119582,prior,11,5,10,17.0
611584,98644,prior,1,2,17,
2954715,146571,prior,24,4,12,3.0
1684682,71278,prior,1,3,16,
123584,169312,prior,1,4,12,
91449,109433,prior,6,2,14,7.0
1802367,189275,prior,22,4,14,13.0
3128534,149360,prior,9,1,11,12.0
1594485,187844,prior,1,0,15,
2160370,109362,prior,3,5,12,30.0
769734,99748,prior,2,3,19,7.0
2916142,60271,prior,13,6,11,4.0
794443,128791,test,31,0,14,12.0
2643613,8792,prior,3,3,9,2.0
995279,68728,prior,15,6,15,7.0
756335,102034,prior,2,3,10,6.0
578106,33876,prior,3,2,1,16.0
802703,194128,prior,4,0,14,29.0
2869424,151630,prior,7,5,13,5.0
1761394,77208,prior,21,4,20,6.0
1207727,13958,prior,52,1,7,4.0
2355212,90602,prior,13,3,13,1.0
1993581,183894,prior,27,6,13,18.0
1571022,111923,prior,7,0,16,13.0
1256825,45657,prior,51,5,12,2.0
3346277,163986,prior,16,1,7,4.0
250722,196803,prior,2,3,15,8.0
3115407,30213,prior,4,3,17,8.0
422639,154289,prior,25,4,17,8.0
1965730,22482,prior,43,2,9,2.0
749713,18996,prior,27,0,8,1.0
1154593,169661,prior,2,3,10,30.0
1790364,57009,prior,35,2,12,6.0
357627,141106,prior,15,1,18,2.0
44477,120619,prior,6,2,9,3.0
213488,27803,test,30,0,8,6.0
2486033,64820,prior,2,4,15,0.0
807966,167323,prior,3,4,8,16.0
3186764,134380,prior,3,0,17,8.0
1402829,75189,prior,3,5,10,6.0
1928794,105300,prior,4,2,16,2.0
973395,150011,prior,22,0,13,9.0
1241383,107477,prior,7,6,9,30.0
2988815,152162,prior,2,6,1,21.0
3123021,94714,prior,32,3,12,6.0
1867207,82237,prior,15,1,17,23.0
2907990,9257,prior,40,5,13,3.0
1664372,11781,prior,1,1,18,
1579899,11204,prior,50,2,9,4.0
1919722,158438,prior,10,2,13,30.0
1706757,42639,train,28,0,14,4.0
383179,18725,prior,14,4,17,4.0
1397489,143182,prior,2,2,14,5.0
578900,148359,prior,16,5,16,9.0
3235275,181134,prior,41,5,17,3.0
1802136,200370,prior,3,3,18,4.0
2157775,75743,prior,15,5,15,30.0
2196630,12205,prior,24,4,7,8.0
1018115,182573,prior,11,0,15,8.0
1679232,181717,prior,1,5,9,
3132537,96731,prior,2,5,22,6.0
2412483,89354,prior,2,3,14,8.0
2231362,77390,prior,1,3,10,
1338859,104969,prior,37,2,19,10.0
1488092,179102,prior,8,6,20,30.0
1615410,51704,prior,14,3,15,3.0
3199637,194486,train,14,1,18,15.0
817440,166707,prior,16,3,11,23.0
227813,169470,prior,4,1,17,30.0
3166814,145644,prior,7,2,14,12.0
314190,183091,prior,4,2,9,30.0
3378747,65141,prior,69,2,15,2.0
8556,160381,prior,9,4,8,9.0
1028315,96740,prior,12,5,14,9.0
2704581,127210,prior,17,0,14,7.0
2818249,125584,prior,5,1,22,11.0
1887936,42129,test,6,0,13,30.0
641727,136277,prior,8,0,14,14.0
1674796,184202,prior,4,6,18,14.0
1434567,204811,prior,37,3,13,2.0
2582607,103863,prior,40,0,14,1.0
395888,15000,prior,34,4,16,3.0
1534452,160022,prior,22,5,12,7.0
2682869,61000,prior,34,3,13,7.0
1292769,86798,prior,52,5,18,1.0
528385,147686,prior,6,0,15,6.0
640019,12628,prior,21,6,9,28.0
2755704,25487,prior,25,6,15,6.0
